feature,source_family,transform_type,identity_proxy,original_source_columns,source_years,development_coverage,development_unique_nonmissing,legacy_target_selected_feature,feature_sets,selection_method
unemployment__גיל_ממוצע_של_מקבלי_דמי_אבטלה_לא_כולל_חיילים__level,unemployment,level,False,"גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.19256828287105654,302,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__דמי_אבטלה_ממוצעים_ליום_ש_ח__level,unemployment,level,False,"דמי אבטלה ממוצעים ליום
(ש""ח)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.19256828287105654,416,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מקבלי_קצבאות_זקנה_ושאירים_סה_כ_סוף_שנה__level,unemployment,level,False,"מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18822782130002116,1170,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__אחוז_מקבלי_השלמת_הכנסה_מבין_מקבלי_קצבאות_זקנה_ושאירים_סוף_שנה__level,unemployment,level,False,אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18822782130002116,1052,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מקבלי_גמלת_הבטחת_הכנסה_נפשות_במשך_השנה__level,unemployment,level,False,"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18388735972898582,1027,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מקבלי_גמלאות_סיעוד_סוף_שנה__level,unemployment,level,False,מקבלי גמלאות סיעוד (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18759263180182087,745,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מקבלי_גמלאות_נכות_כללית_סוף_שנה__level,unemployment,level,False,מקבלי גמלאות נכות כללית (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18833368621638788,926,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מקבלי_גמלאות_ניידות_סוף_שנה__level,unemployment,level,False,מקבלי גמלאות ניידות (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18822782130002116,376,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מקבלי_גמלאות_נכות_מעבודה_ותלויים_סוף_שנה__level,unemployment,level,False,מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18685157738725386,397,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_כללית__level,unemployment,level,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18748676688545415,639,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מכבי__level,unemployment,level,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.187169172136354,474,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_לאומית__level,unemployment,level,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18685157738725386,325,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_סה_כ__level,unemployment,level,False,"מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.1916154986237561,1347,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_2_1_ילדים_במשפחה__level,unemployment,level,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.1916154986237561,1233,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_4_3_ילדים_במשפחה__level,unemployment,level,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.1916154986237561,1088,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_5_ילדים_ויותר_במשפחה__level,unemployment,level,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.18388735972898582,553,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_סה_כ__level,unemployment,level,False,"מספר ילדים שבגינם שולמו קצבאות סה""כ",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.1916154986237561,1446,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_2_1_ילדים__level,unemployment,level,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.1916154986237561,1296,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_4_3_ילדים__level,unemployment,level,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.1916154986237561,1356,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_5_ילדים_ויותר__level,unemployment,level,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,0.19066271437645566,1059,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__מספר_מקבלי_דמי_אבטלה_סה_כ_שנתי__level,unemployment,level,False,"מספר מקבלי דמי אבטלה 
(סה""כ שנתי)",2019|2020|2021|2022|2023,0.047427482532288796,419,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_שנתי__level,unemployment,level,False,"אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי)",2019|2020|2021|2022|2023,0.047427482532288796,387,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_ממוצע_חודשי__level,unemployment,level,False,"אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי)",2019|2020|2021|2022|2023,0.04732161761592208,321,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__ימי_זכאות_לדמי_אבטלה_ממוצע_שנתי__level,unemployment,level,False,"ימי זכאות לדמי אבטלה
(ממוצע שנתי)",2019|2020|2021|2022|2023,0.047427482532288796,238,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__ניצול_ימי_אבטלה_בשנה_ממוצע_שנתי__level,unemployment,level,False,"ניצול ימי אבטלה בשנה 
(ממוצע שנתי)",2019|2020|2021|2022|2023,0.047427482532288796,247,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
unemployment__ניצול_ימי_אבטלה_בשנה_חציון_שנתי__level,unemployment,level,False,"ניצול ימי אבטלה בשנה 
(חציון שנתי)",2019|2020|2021|2022|2023,0.047427482532288796,98,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__ילדים_בגנים_של_משרד_החינוך_סה_כ__level,education,level,False,"ילדים בגנים של משרד החינוך סה""כ",2019|2020|2021|2022|2023,0.04255769637941986,378,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__ילדים_בגנים_של_משרד_החינוך_גיל_3__level,education,level,False,ילדים בגנים של משרד החינוך גיל 3,2019|2020|2021|2022|2023,0.04255769637941986,332,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
education__ילדים_בגנים_של_משרד_החינוך_גיל_4__level,education,level,False,ילדים בגנים של משרד החינוך גיל 4,2019|2020|2021|2022|2023,0.04255769637941986,327,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
